,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sales_Price
1497,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,123.0,47007.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Good,1959.0,1996.0,Gable,CompShg,Plywood,Plywood,None,0.0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,Y,SBrkr,3820.0,0.0,0.0,3820.0,0,0,3,1,5,1,Excellent,11,Typ,2,Good,Attchd,Unf,2,624.0,Typical,Typical,Paved,0.0,372.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008.0,WD ,Normal,-93.675582,42.017386,284700.0
1498,Two_Story_1946_and_Newer,Residential_Low_Density,313.0,63887.0,Pave,No_Alley_Access,Irregular,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,OneFam,Two_Story,Very_Excellent,Average,2008.0,2008.0,Hip,ClyTile,Stucco,Stucco,Stone,796.0,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0.0,466.0,6110.0,GasA,Excellent,Y,SBrkr,4692.0,950.0,0.0,5642.0,2,0,2,1,3,1,Excellent,12,Typ,3,Good,Attchd,Fin,2,1418.0,Typical,Typical,Paved,214.0,292.0,0.0,0.0,0.0,480.0,Good,No_Fence,None,0.0,1,2008.0,New,Partial,-93.674898,42.016804,160000.0
1499,PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,35.0,3675.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,Above_Average,Average,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Typical,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0.0,88.0,547.0,GasA,Excellent,Y,SBrkr,1072.0,0.0,0.0,1072.0,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Basment,RFn,2,525.0,Typical,Typical,Paved,0.0,28.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008.0,WD ,Normal,-93.670627,42.018898,148000.0
1500,Duplex_All_Styles_and_Ages,Residential_Low_Density,65.0,6040.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,One_Story,Below_Average,Average,1955.0,1955.0,Gable,CompShg,AsbShng,Plywood,None,0.0,Typical,Typical,PConc,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,N,FuseP,1152.0,0.0,0.0,1152.0,0,0,2,0,2,2,Fair,6,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Dirt_Gravel,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008.0,WD ,AdjLand,-93.665043,42.020483,82000.0
1501,Duplex_All_Styles_and_Ages,Residential_Low_Density,65.0,6012.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,One_Story,Below_Average,Average,1955.0,1955.0,Gable,CompShg,AsbShng,Plywood,None,0.0,Typical,Fair,PConc,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,N,SBrkr,1152.0,0.0,0.0,1152.0,0,0,2,0,2,2,Typical,6,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Dirt_Gravel,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008.0,WD ,AdjLand,-93.6649923,42.0202945,82000.0
1502,Duplex_All_Styles_and_Ages,Residential_Low_Density,92.0,12108.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,One_Story,Below_Average,Below_Average,1955.0,1955.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0.0,1307.0,1440.0,GasA,Typical,N,FuseF,1440.0,0.0,0.0,1440.0,0,0,2,0,4,2,Fair,8,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,9,2008.0,WD ,Normal,-93.6653819,42.020394,118000.0
1503,Duplex_All_Styles_and_Ages,Residential_Low_Density,74.0,6845.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,One_Story,Below_Average,Average,1955.0,1955.0,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Typical,N,FuseF,1152.0,0.0,0.0,1152.0,0,0,2,0,2,2,Typical,6,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Dirt_Gravel,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008.0,WD ,Normal,-93.665562,42.019544,82500.0
1504,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,56.0,6931.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwoFmCon,One_Story,Below_Average,Average,1955.0,1955.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0.0,0.0,784.0,GasA,Typical,N,FuseP,784.0,0.0,0.0,784.0,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Paved,112.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,5,2008.0,WD ,Normal,-93.661895,42.020112,91900.0
1505,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60.0,12180.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,Good,1938.0,2007.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0.0,585.0,585.0,GasA,Good,Y,FuseF,585.0,468.0,0.0,1053.0,0,0,1,1,2,1,Excellent,5,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Dirt_Gravel,42.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,1,2008.0,WD ,Family,-93.660115,42.021582,120000.0
1506,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,57.0,8050.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,Very_Good,1947.0,1993.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Good,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0.0,0.0,0.0,GasA,Good,Y,SBrkr,929.0,208.0,0.0,1137.0,0,0,1,1,4,1,Typical,8,Min1,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,4,2008.0,WD ,Normal,-93.664925,42.01797,96000.0
1507,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68.0,9520.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,OneFam,One_Story,Below_Average,Average,1953.0,1953.0,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,Typical,Typical,CBlock,Good,Typical,No,Rec,6,Unf,0.0,144.0,911.0,GasA,Typical,Y,SBrkr,930.0,0.0,0.0,930.0,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,RFn,1,286.0,Typical,Typical,Paved,134.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,Gar2,3000.0,5,2008.0,WD ,Normal,-93.665829,42.017962,99000.0
1508,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,70.0,11767.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,Above_Average,1946.0,1995.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0.0,416.0,768.0,GasA,Excellent,Y,SBrkr,768.0,432.0,0.0,1200.0,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,1,240.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,5,2008.0,WD ,Normal,-93.664506,42.0198028,130500.0
1509,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60.0,8172.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Above_Average,1954.0,1972.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0.0,941.0,941.0,GasA,Excellent,Y,SBrkr,997.0,473.0,0.0,1470.0,0,0,2,0,4,1,Typical,7,Typ,0,No_Fireplace,Detchd,Unf,1,548.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,156.0,0.0,No_Pool,No_Fence,None,0.0,5,2008.0,WD ,Normal,-93.663479,42.019959,135000.0
1510,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,59.0,16466.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,Good,1955.0,1955.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Good,PConc,Typical,Typical,No,Unf,7,Unf,0.0,816.0,816.0,GasA,Typical,Y,SBrkr,872.0,521.0,0.0,1393.0,0,0,1,1,3,1,Typical,8,Typ,0,No_Fireplace,Attchd,Unf,1,300.0,Typical,Typical,Paved,121.0,0.0,0.0,0.0,265.0,0.0,No_Pool,No_Fence,None,0.0,4,2008.0,WD ,Normal,-93.66345,42.018541,135500.0
1511,Split_or_Multilevel,Residential_Low_Density,62.0,7692.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,OneFam,SLvl,Below_Average,Above_Average,1954.0,1954.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,CBlock,Excellent,Typical,Av,Unf,7,Unf,0.0,416.0,416.0,GasA,Good,Y,FuseA,1204.0,0.0,0.0,1204.0,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Basment,Unf,1,312.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,11,2008.0,WD ,Abnorml,-93.661763,42.017874,100000.0
1512,One_Story_1945_and_Older,Residential_Low_Density,67.0,5142.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Good,1923.0,2008.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,PConc,Typical,Typical,No,ALQ,1,Unf,0.0,725.0,949.0,GasA,Typical,Y,SBrkr,949.0,343.0,0.0,1292.0,0,0,1,1,3,1,Good,6,Typ,0,No_Fireplace,Detchd,Unf,1,205.0,Typical,Typical,Dirt_Gravel,0.0,0.0,183.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008.0,WD ,Normal,-93.6558,42.02224,108000.0
1513,One_Story_1945_and_Older,Residential_Low_Density,67.0,5604.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Above_Average,1925.0,1950.0,Gable,CompShg,Stucco,Stucco,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0.0,396.0,864.0,GasA,Typical,N,FuseA,864.0,0.0,0.0,864.0,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Paved,0.0,0.0,96.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,4,2008.0,WD ,Normal,-93.656681,42.022238,98000.0
1514,One_Story_1945_and_Older,Residential_Low_Density,45.0,8248.0,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Fair,Fair,1914.0,1950.0,Gable,CompShg,Stucco,Stucco,None,0.0,Typical,Typical,BrkTil,Typical,Typical,No,BLQ,2,Unf,0.0,823.0,864.0,GasA,Typical,N,FuseF,864.0,0.0,0.0,864.0,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Dirt_Gravel,0.0,0.0,100.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,9,2008.0,WD ,Normal,-93.656735,42.022089,67000.0
1515,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,55.0,5687.0,Pave,Gravel,Regular,Bnk,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,TwoFmCon,Two_Story,Average,Above_Average,1912.0,2000.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Typical,Fair,PConc,Typical,Fair,No,Rec,6,Unf,0.0,570.0,780.0,GasA,Excellent,N,SBrkr,936.0,780.0,0.0,1716.0,1,0,2,0,6,1,Fair,9,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Dirt_Gravel,0.0,184.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,3,2008.0,WD ,Normal,-93.655851,42.0214496,135900.0
1516,Two_Story_1945_and_Older,Residential_High_Density,0.0,12155.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,Two_Story,Above_Average,Very_Good,1925.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,BrkTil,Typical,Typical,No,BLQ,2,Unf,0.0,516.0,672.0,GasA,Typical,N,SBrkr,810.0,672.0,0.0,1482.0,0,0,2,0,4,1,Fair,7,Typ,0,No_Fireplace,Detchd,Unf,1,400.0,Typical,Typical,Partial_Pavement,0.0,0.0,254.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,3,2008.0,WD ,Normal,-93.64856,42.019986,140000.0
1517,Two_and_Half_Story_All_Ages,Residential_Low_Density,60.0,8400.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Mod,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,Two_and_Half_Fin,Average,Very_Good,1939.0,1997.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,PConc,Typical,Typical,No,LwQ,4,Unf,0.0,342.0,720.0,GasA,Excellent,Y,SBrkr,1052.0,720.0,420.0,2192.0,0,0,2,1,4,1,Good,8,Typ,1,Good,Detchd,Unf,1,240.0,Typical,Typical,Paved,262.0,24.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008.0,WD ,Normal,-93.65181,42.018715,179500.0
1518,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60.0,8400.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Average,1925.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,PConc,Typical,Typical,No,Rec,6,Unf,0.0,758.0,1181.0,GasA,Fair,Y,SBrkr,1390.0,304.0,0.0,1694.0,0,0,2,0,4,1,Typical,7,Typ,1,Good,Detchd,Unf,2,576.0,Typical,Typical,Paved,342.0,0.0,128.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008.0,WD ,Normal,-93.651785,42.017413,136500.0
1519,One_Story_1945_and_Older,Residential_Low_Density,60.0,7290.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,One_Story,Good,Very_Good,1921.0,1950.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0.0,1228.0,1228.0,GasA,Excellent,Y,SBrkr,1424.0,0.0,0.0,1424.0,0,0,2,0,2,1,Typical,7,Typ,1,Good,Attchd,Unf,1,312.0,Typical,Typical,Paved,0.0,0.0,90.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,4,2008.0,WD ,Normal,-93.651635,42.017083,168000.0
1520,Two_Story_1945_and_Older,Residential_High_Density,55.0,8525.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,Two_Story,Average,Above_Average,1911.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,PConc,Typical,Typical,Av,Unf,7,Unf,0.0,940.0,940.0,GasA,Typical,N,FuseA,1024.0,940.0,0.0,1964.0,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0.0,No_Garage,No_Garage,Dirt_Gravel,0.0,192.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,11,2008.0,WD ,Abnorml,-93.647024,42.019272,130000.0
1521,Two_Story_1945_and_Older,Residential_Low_Density,51.0,9842.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Feedr,Norm,OneFam,Two_Story,Average,Above_Average,1921.0,1998.0,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,Typical,Typical,BrkTil,Typical,Fair,No,Unf,7,Unf,0.0,612.0,612.0,GasA,Excellent,Y,SBrkr,990.0,1611.0,0.0,2601.0,0,0,3,1,4,1,Typical,8,Typ,0,No_Fireplace,BuiltIn,RFn,2,621.0,Typical,Typical,Paved,183.0,0.0,301.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,5,2008.0,WD ,Normal,-93.646748,42.019092,189000.0
1522,Duplex_All_Styles_and_Ages,Residential_Low_Density,64.0,7804.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,Duplex,Two_and_Half_Unf,Above_Average,Good,1930.0,1950.0,Gable,CompShg,Stucco,Stucco,None,0.0,Typical,Typical,BrkTil,Typical,Typical,No,ALQ,1,Rec,679.0,0.0,960.0,GasA,Excellent,Y,SBrkr,960.0,960.0,0.0,1920.0,2,0,2,2,4,2,Typical,10,Typ,2,Good,Detchd,Unf,2,480.0,Typical,Typical,Paved,248.0,0.0,121.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,7,2008.0,WD ,Abnorml,-93.648411,42.019005,161900.0
1523,Two_Story_1945_and_Older,Residential_Low_Density,66.0,8969.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Above_Average,Above_Average,1926.0,1950.0,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,BrkTil,Typical,Typical,No,BLQ,2,Unf,0.0,265.0,644.0,GasA,Excellent,Y,SBrkr,672.0,644.0,0.0,1316.0,1,0,1,0,2,1,Typical,6,Typ,1,Good,Detchd,Unf,1,369.0,Typical,Typical,Partial_Pavement,0.0,0.0,0.0,0.0,192.0,0.0,No_Pool,Minimum_Privacy,None,0.0,7,2008.0,WD ,Normal,-93.646438,42.01791,145000.0
1524,Two_Story_1945_and_Older,Residential_Low_Density,79.0,11526.0,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Inside,Mod,Crawford,Norm,Norm,OneFam,Two_and_Half_Fin,Above_Average,Good,1922.0,1994.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,BrkTil,Excellent,Typical,No,Unf,7,Unf,0.0,588.0,588.0,GasA,Fair,Y,SBrkr,1423.0,748.0,384.0,2555.0,0,0,2,0,3,1,Typical,11,Min1,1,Good,Detchd,Fin,2,672.0,Typical,Typical,Paved,431.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,9,2008.0,WD ,Normal,-93.646438,42.017834,191000.0
1525,Two_Story_1945_and_Older,Residential_Low_Density,63.0,15576.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1915.0,1976.0,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Typical,Typical,BrkTil,Good,Typical,No,Unf,7,Unf,0.0,840.0,840.0,GasA,Excellent,Y,SBrkr,840.0,840.0,0.0,1680.0,0,0,2,0,4,1,Typical,8,Typ,0,No_Fireplace,Attchd,Unf,1,308.0,Typical,Typical,Paved,0.0,0.0,160.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,3,2008.0,WD ,Normal,-93.6447083,42.0176853,177000.0
1526,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,63.0,15564.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Above_Average,1914.0,1995.0,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,Typical,Typical,BrkTil,Good,Typical,No,Unf,7,Unf,0.0,676.0,676.0,GasA,Excellent,Y,SBrkr,676.0,588.0,0.0,1264.0,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,2,400.0,Typical,Typical,Paved,424.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,Shed,400.0,1,2008.0,WD ,Normal,-93.646288,42.01789,147500.0
1527,One_Story_1945_and_Older,Residential_Low_Density,52.0,6292.0,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,One_Story,Above_Average,Average,1930.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Typical,Typical,BrkTil,Good,Typical,Mn,Rec,6,Unf,0.0,384.0,768.0,GasA,Typical,N,SBrkr,790.0,0.0,0.0,790.0,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,Unf,1,160.0,Fair,Typical,Paved,0.0,141.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,4,2008.0,WD ,Normal,-93.64842,42.016887,91000.0
1528,Two_Story_1945_and_Older,Residential_Low_Density,54.0,7609.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Very_Good,Excellent,1925.0,1997.0,Gable,CompShg,Stucco,Stucco,None,0.0,Good,Good,PConc,Fair,Typical,No,ALQ,1,Unf,0.0,392.0,798.0,GasA,Excellent,Y,SBrkr,798.0,714.0,0.0,1512.0,1,0,2,0,3,1,Good,7,Typ,1,Good,Detchd,Unf,1,180.0,Typical,Typical,Partial_Pavement,85.0,16.0,41.0,0.0,0.0,0.0,No_Pool,Good_Privacy,None,0.0,6,2008.0,WD ,Normal,-93.6447134,42.0168678,231000.0
1529,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,51.0,10480.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Average,1936.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0.0,1064.0,1064.0,GasA,Excellent,Y,FuseA,1166.0,0.0,473.0,1639.0,0,0,1,0,3,1,Typical,6,Maj2,0,No_Fireplace,Detchd,Unf,1,240.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,3,2008.0,WD ,Normal,-93.646735,42.016072,115000.0
1530,Two_Story_1945_and_Older,Residential_Low_Density,0.0,9650.0,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Above_Average,Fair,1923.0,1950.0,Hip,CompShg,Wd Sdng,Plywood,None,0.0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0.0,784.0,784.0,GasA,Typical,Y,SBrkr,819.0,784.0,0.0,1603.0,0,0,1,0,4,1,Typical,7,Typ,1,Good,Attchd,Unf,2,599.0,Typical,Typical,Paved,0.0,217.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,6,2008.0,WD ,Normal,-93.642886,42.019833,138000.0
1531,Two_Story_1945_and_Older,Residential_Low_Density,60.0,7200.0,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,OneFam,Two_Story,Good,Above_Average,1931.0,2000.0,Gable,CompShg,Stucco,Wd Shng,None,0.0,Typical,Fair,BrkTil,Good,Typical,No,Unf,7,Unf,0.0,776.0,776.0,GasA,Typical,Y,SBrkr,851.0,651.0,0.0,1502.0,0,0,1,1,3,1,Typical,6,Typ,1,Good,Attchd,RFn,1,270.0,Typical,Typical,Partial_Pavement,0.0,0.0,112.0,0.0,0.0,0.0,No_Pool,Minimum_Privacy,None,0.0,2,2008.0,WD ,Normal,-93.642821,42.019617,149000.0
1532,Two_Story_1945_and_Older,Residential_Low_Density,74.0,11988.0,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1934.0,1995.0,Hip,CompShg,Stucco,Stucco,None,0.0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,Unf,0.0,389.0,715.0,GasA,Fair,Y,FuseA,849.0,811.0,0.0,1660.0,0,0,1,1,3,1,Typical,6,Typ,1,Good,Detchd,Unf,1,240.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,None,0.0,8,2008.0,WD ,Normal,-93.641405,42.018443,188700.0
