,Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
9155,9155,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5515,Subscriber,1983,Male,29.0,2018-01-27
9156,9156,6 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),4835,Subscriber,1990,Other,29.0,2017-04-26
9157,9157,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5380,Subscriber,1985,Male,27.0,2020-01-02
9158,9158,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,4810,Subscriber,1997,Male,27.0,2019-12-20
9159,9159,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,4734,Subscriber,1983,Male,27.0,2019-10-17
9160,9160,110 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,4320,Customer,1981,Male,27.0,2017-11-30
9161,9161,13 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,4390,Subscriber,1980,Female,29.0,2018-01-06
9162,9162,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4875,Subscriber,1993,Male,26.0,2019-12-03
9163,9163,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5333,Subscriber,1998,Male,27.0,2017-10-02
9164,9164,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),1612,Subscriber,1989,Male,27.0,2018-04-21
9165,9165,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5454,Subscriber,1959,Male,27.0,2017-09-26
9166,9166,8 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5255,Subscriber,1977,Female,29.0,2018-08-10
9167,9167,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5232,Subscriber,1982,Male,27.0,2017-05-16
9168,9168,5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,789,Subscriber,1981,Female,26.0,2018-10-15
9169,9169,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,4934,Subscriber,1973,Male,27.0,2017-12-31
9170,9170,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4728,Subscriber,1998,Male,27.0,2017-11-03
9171,9171,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5200,Subscriber,1999,Male,26.0,2017-05-31
9172,9172,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),11,Davis St at Jackson St,5004,Subscriber,1984,Male,27.0,2017-02-24
9173,9173,23 minutes,21,Montgomery St BART Station (Market St at 2nd St),59,S Van Ness Ave at Market St,5448,Subscriber,1962,Male,27.0,2019-12-22
9174,9174,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,5134,Subscriber,1995,Male,29.0,2018-07-09
9175,9175,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5576,Subscriber,1986,Male,26.0,2019-02-05
9176,9176,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5561,Subscriber,1999,Male,27.0,2017-12-03
9177,9177,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,4604,Customer,1999,Male,29.0,2017-09-29
9178,9178,64 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),4998,Customer,1981,Male,26.0,2018-08-22
9179,9179,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5424,Subscriber,1985,Female,29.0,2017-12-17
9180,9180,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,5392,Subscriber,1994,Male,29.0,2018-06-19
9181,9181,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),11,Davis St at Jackson St,4756,Subscriber,1993,Male,26.0,2017-12-12
9182,9182,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,2293,Subscriber,1988,Male,26.0,2019-01-01
9183,9183,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5371,Subscriber,1970,Male,26.0,2018-08-30
9184,9184,19 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,2795,Subscriber,1952,Male,26.0,2018-01-05
9185,9185,10 minutes,16,Steuart St at Market St,91,Berry St at King St,5366,Subscriber,1995,Female,27.0,2017-07-15
9186,9186,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4940,Subscriber,2000,Male,27.0,2017-11-19
9187,9187,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5025,Subscriber,1977,Female,26.0,2019-10-04
9188,9188,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,4432,Subscriber,1970,Male,26.0,2019-08-05
9189,9189,3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2061,Subscriber,1995,Male,29.0,2019-01-24
9190,9190,10 minutes,3,Powell St BART Station (Market St at 4th St),345,Hubbell St at 16th St,5389,Subscriber,1985,Male,29.0,2019-10-15
9191,9191,9 minutes,3,Powell St BART Station (Market St at 4th St),345,Hubbell St at 16th St,4390,Subscriber,1988,Female,29.0,2018-05-22
9192,9192,3 minutes,22,Howard St at Beale St,14,Clay St at Battery St,5368,Subscriber,1961,Male,27.0,2017-12-31
9193,9193,6 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,5465,Subscriber,1975,Male,27.0,2018-07-16
9194,9194,8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5350,Subscriber,1993,Male,26.0,2017-08-13
9195,9195,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,4970,Subscriber,1985,Male,29.0,2018-12-11
9196,9196,11 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4375,Subscriber,1960,Male,27.0,2018-04-26
9197,9197,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,2672,Customer,1991,Male,26.0,2017-09-04
9198,9198,27 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5441,Customer,1992,Male,27.0,2017-04-28
9199,9199,28 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5312,Customer,1992,Male,26.0,2019-05-11
9200,9200,27 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5463,Customer,1992,Male,26.0,2017-07-11
9201,9201,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1949,Subscriber,1987,Male,26.0,2019-06-28
9202,9202,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5487,Subscriber,1990,Male,27.0,2018-06-30
9203,9203,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5423,Subscriber,1994,Male,26.0,2019-03-08
9204,9204,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),5389,Subscriber,1988,Male,29.0,2017-06-09
9205,9205,6 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5065,Subscriber,1984,Female,27.0,2018-04-14
9206,9206,6 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5324,Subscriber,1978,Female,26.0,2018-06-01
9207,9207,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5290,Subscriber,1995,Male,26.0,2018-12-19
9208,9208,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5351,Subscriber,1954,Male,27.0,2018-09-06
9209,9209,4 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5523,Subscriber,1987,Male,27.0,2019-12-21
9210,9210,4 minutes,81,Berry St at 4th St,47,4th St at Harrison St,4616,Subscriber,1996,Female,27.0,2019-06-21
9211,9211,24 minutes,16,Steuart St at Market St,377,Fell St at Stanyan St,4933,Subscriber,1990,Female,27.0,2017-11-12
9212,9212,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4413,Subscriber,1986,Male,26.0,2017-10-16
9213,9213,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),112,Harrison St at 17th St,5329,Subscriber,1993,Male,26.0,2019-01-02
9214,9214,15 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,2147,Subscriber,1965,Female,29.0,2019-07-20
9215,9215,128 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),31,Raymond Kimbell Playground,4794,Customer,1986,Female,29.0,2018-08-14
9216,9216,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,4902,Subscriber,1965,Female,27.0,2019-02-12
9217,9217,7 minutes,81,Berry St at 4th St,47,4th St at Harrison St,4952,Subscriber,1991,Female,27.0,2019-07-26
9218,9218,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,4736,Subscriber,1963,Male,29.0,2018-07-06
9219,9219,17 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,5360,Subscriber,1983,Female,26.0,2017-06-04
9220,9220,13 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,341,Subscriber,1966,Male,29.0,2017-03-01
9221,9221,6 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4954,Subscriber,1985,Male,29.0,2020-01-03
9222,9222,2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4870,Subscriber,1971,Other,29.0,2019-10-06
9223,9223,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5368,Subscriber,1974,Female,27.0,2019-06-25
9224,9224,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5149,Subscriber,1988,Male,26.0,2018-09-17
9225,9225,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,4968,Subscriber,1986,Male,27.0,2017-07-11
9226,9226,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),47,4th St at Harrison St,5530,Subscriber,1999,Male,26.0,2017-09-19
9227,9227,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,5392,Subscriber,1981,Male,29.0,2018-11-21
9228,9228,6 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4600,Subscriber,1988,Male,26.0,2018-03-23
9229,9229,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5351,Subscriber,1969,Male,27.0,2019-11-30
9230,9230,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,4835,Subscriber,1987,Male,29.0,2019-11-29
9231,9231,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,3137,Subscriber,1986,Male,26.0,2019-10-08
9232,9232,9 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),4902,Subscriber,1965,Female,27.0,2018-07-14
9233,9233,5 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5276,Subscriber,1988,Male,27.0,2017-09-14
9234,9234,3 minutes,81,Berry St at 4th St,80,Townsend St at 5th St,567,Subscriber,1987,Male,26.0,2018-08-20
9235,9235,13 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,48,Subscriber,1990,Male,27.0,2017-09-26
9236,9236,154 minutes,30,San Francisco Caltrain (Townsend St at 4th St),364,China Basin St at 3rd St,4395,Subscriber,1961,Other,26.0,2018-09-28
9237,9237,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,5531,Subscriber,1975,Male,29.0,2018-05-03
9238,9238,10 minutes,22,Howard St at Beale St,58,Market St at 10th St,5200,Subscriber,1985,Male,26.0,2018-04-09
9239,9239,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4456,Subscriber,1988,Male,26.0,2019-08-06
9240,9240,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5148,Subscriber,2000,Male,27.0,2018-03-10
9241,9241,68 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5392,Customer,1968,Male,29.0,2018-03-30
9242,9242,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),3390,Subscriber,1970,Male,26.0,2020-01-08
9243,9243,15 minutes,16,Steuart St at Market St,104,4th St at 16th St,5484,Customer,1973,Male,26.0,2017-12-22
9244,9244,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,2630,Subscriber,1991,Male,27.0,2019-09-09
9245,9245,23 minutes,22,Howard St at Beale St,22,Howard St at Beale St,789,Customer,1987,Male,26.0,2017-12-27
9246,9246,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4952,Subscriber,1983,Male,27.0,2019-07-20
9247,9247,6 minutes,81,Berry St at 4th St,343,Bryant St at 2nd St,5082,Subscriber,1997,Male,26.0,2019-05-01
9248,9248,7 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,3656,Subscriber,1989,Male,27.0,2019-01-29
9249,9249,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,102,Subscriber,1983,Male,29.0,2019-09-18
9250,9250,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),63,Bryant St at 6th St,4657,Subscriber,1991,Male,26.0,2017-09-18
9251,9251,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2954,Subscriber,1980,Male,26.0,2018-01-11
9252,9252,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5424,Subscriber,1970,Male,29.0,2019-07-30
9253,9253,13 minutes,16,Steuart St at Market St,75,Market St at Franklin St,5267,Subscriber,1982,Male,29.0,2017-09-26
9254,9254,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,1267,Subscriber,1981,Female,29.0,2018-06-05
9255,9255,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4796,Subscriber,1981,Female,27.0,2017-08-21
9256,9256,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,3226,Customer,1996,Male,27.0,2017-04-03
9257,9257,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,1985,Subscriber,1984,Male,29.0,2019-07-30
9258,9258,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4713,Subscriber,1985,Male,29.0,2017-11-21
9259,9259,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,859,Subscriber,1995,Female,29.0,2018-04-17
9260,9260,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,1537,Subscriber,1971,Male,26.0,2018-08-21
9261,9261,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5304,Subscriber,1991,Male,29.0,2019-10-09
9262,9262,2 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),4929,Subscriber,1993,Male,27.0,2019-07-17
9263,9263,6 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,1686,Subscriber,1976,Male,29.0,2018-05-18
9264,9264,11 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,5286,Subscriber,1986,Female,29.0,2018-11-22
9265,9265,11 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,2868,Subscriber,1990,Male,26.0,2018-06-05
9266,9266,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4315,Subscriber,1984,Male,27.0,2019-12-31
9267,9267,22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,3148,Subscriber,1967,Male,27.0,2017-06-26
9268,9268,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4438,Subscriber,1990,Male,26.0,2019-11-08
9269,9269,11 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,5247,Subscriber,1976,Male,26.0,2019-05-11
9270,9270,9 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,756,Subscriber,1971,Female,26.0,2018-12-31
9271,9271,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,4382,Subscriber,1992,Male,27.0,2017-05-02
9272,9272,4 minutes,81,Berry St at 4th St,321,5th St at Folsom,4954,Subscriber,1989,Female,29.0,2019-06-11
9273,9273,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,459,Subscriber,1983,Other,26.0,2019-11-29
9274,9274,11 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),5546,Subscriber,1975,Male,26.0,2018-05-03
9275,9275,14 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,5442,Subscriber,1991,Male,26.0,2018-07-18
9276,9276,3 minutes,3,Powell St BART Station (Market St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5149,Subscriber,1990,Male,26.0,2019-03-27
9277,9277,14 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2319,Subscriber,1986,Female,27.0,2019-07-18
9278,9278,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),3158,Subscriber,1983,Male,27.0,2019-04-18
9279,9279,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4794,Subscriber,1978,Male,29.0,2018-11-09
9280,9280,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,2884,Subscriber,1987,Male,27.0,2017-03-23
9281,9281,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4796,Subscriber,1993,Male,27.0,2017-05-12
9282,9282,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5576,Subscriber,1987,Male,26.0,2018-07-08
9283,9283,5 minutes,81,Berry St at 4th St,104,4th St at 16th St,5037,Subscriber,1975,Female,26.0,2017-09-06
9284,9284,8 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,4951,Subscriber,1971,Male,27.0,2017-06-28
9285,9285,3 minutes,3,Powell St BART Station (Market St at 4th St),10,Washington St at Kearny St,5000,Subscriber,1990,Male,26.0,2018-10-08
9286,9286,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,1594,Subscriber,1987,Male,27.0,2017-04-12
9287,9287,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5140,Customer,1986,Other,29.0,2017-04-17
9288,9288,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2991,Subscriber,1976,Male,26.0,2017-10-12
9289,9289,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4600,Subscriber,1994,Male,26.0,2018-09-30
9290,9290,11 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,3101,Subscriber,1983,Male,26.0,2017-06-16
9291,9291,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),64,5th St at Brannan St,5163,Subscriber,1960,Male,26.0,2017-12-09
9292,9292,4 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,3216,Subscriber,1976,Male,26.0,2018-12-23
9293,9293,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),81,Berry St at 4th St,2340,Subscriber,1984,Male,29.0,2019-04-21
9294,9294,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),43,San Francisco Public Library (Grove St at Hyde St),148,Subscriber,1985,Male,26.0,2017-04-13
9295,9295,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5462,Subscriber,1989,Male,27.0,2017-10-23
9296,9296,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4319,Subscriber,1995,Male,26.0,2019-03-22
9297,9297,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4768,Subscriber,1979,Male,29.0,2019-10-10
9298,9298,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1842,Subscriber,1950,Female,26.0,2018-03-24
9299,9299,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2001,Subscriber,1947,Male,29.0,2017-09-07
9300,9300,7 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4755,Subscriber,1994,Male,26.0,2019-02-22
9301,9301,6 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4442,Subscriber,1995,Male,29.0,2017-10-17
9302,9302,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,4929,Subscriber,1971,Male,27.0,2018-03-29
9303,9303,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5494,Subscriber,1981,Male,26.0,2019-05-18
9304,9304,7 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5082,Subscriber,1990,Male,26.0,2017-03-17
9305,9305,8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5524,Subscriber,1988,Male,27.0,2018-10-09
9306,9306,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,1814,Subscriber,1995,Female,29.0,2017-07-30
9307,9307,7 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,439,Subscriber,1996,Male,26.0,2019-11-06
9308,9308,6 minutes,81,Berry St at 4th St,36,Folsom St at 3rd St,1916,Subscriber,1993,Female,27.0,2017-02-08
9309,9309,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5444,Subscriber,1991,Male,27.0,2017-06-05
9310,9310,5 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5482,Subscriber,1980,Male,26.0,2018-10-05
9311,9311,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4973,Subscriber,1987,Male,26.0,2017-03-12
9312,9312,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4722,Subscriber,1994,Male,26.0,2019-04-13
9313,9313,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,4375,Subscriber,1997,Male,27.0,2017-07-17
9314,9314,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5278,Customer,1982,Male,29.0,2018-01-20
9315,9315,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4944,Subscriber,1985,Male,26.0,2017-12-06
9316,9316,4 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4981,Subscriber,1994,Male,26.0,2019-10-12
9317,9317,9 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,4383,Subscriber,1961,Male,29.0,2019-09-24
9318,9318,7 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3494,Subscriber,1990,Male,26.0,2017-06-21
9319,9319,7 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5539,Subscriber,1986,Male,27.0,2018-05-16
9320,9320,13 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),4557,Subscriber,1977,Male,26.0,2019-07-14
9321,9321,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,2347,Subscriber,1988,Female,27.0,2018-06-22
9322,9322,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5358,Customer,1985,Male,27.0,2019-01-07
9323,9323,4 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5518,Subscriber,1979,Female,27.0,2018-03-10
9324,9324,12 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5224,Subscriber,1966,Male,26.0,2017-10-01
9325,9325,9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5162,Subscriber,1983,Female,27.0,2019-04-14
9326,9326,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5157,Subscriber,1976,Male,29.0,2017-08-19
9327,9327,4 minutes,81,Berry St at 4th St,66,3rd St at Townsend St,5536,Subscriber,1972,Male,27.0,2017-08-23
9328,9328,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,4726,Subscriber,1976,Male,26.0,2018-03-01
9329,9329,9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5422,Subscriber,1980,Female,27.0,2017-11-05
9330,9330,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4940,Subscriber,1979,Male,27.0,2017-08-04
9331,9331,8 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4442,Subscriber,1995,Male,29.0,2018-11-24
9332,9332,15 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,5524,Subscriber,1994,Male,27.0,2017-06-07
9333,9333,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5286,Subscriber,1968,Male,29.0,2018-06-26
9334,9334,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5145,Subscriber,1996,Male,29.0,2018-04-09
9335,9335,16 minutes,22,Howard St at Beale St,41,Golden Gate Ave at Polk St,5276,Subscriber,1979,Female,27.0,2017-09-23
9336,9336,8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4870,Subscriber,1984,Male,29.0,2019-08-14
9337,9337,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5388,Subscriber,1984,Male,26.0,2017-03-13
9338,9338,3 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5441,Subscriber,1984,Female,27.0,2018-05-27
9339,9339,5 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,5159,Subscriber,1970,Male,29.0,2018-07-01
9340,9340,13 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4923,Subscriber,1977,Female,29.0,2018-11-06
9341,9341,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,5306,Subscriber,1991,Male,26.0,2017-10-16
9342,9342,5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,5060,Subscriber,1987,Male,26.0,2019-03-01
9343,9343,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,5329,Subscriber,1983,Male,26.0,2017-07-29
9344,9344,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4820,Subscriber,1979,Male,29.0,2018-09-25
9345,9345,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),364,China Basin St at 3rd St,3687,Subscriber,1989,Female,26.0,2018-02-13
9346,9346,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4957,Subscriber,1992,Male,27.0,2018-04-27
